row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment
872,"IA, Shelby",19165,"+41.6790143,-095.3089173",0.30872862672755,0.281873405110719,0.188425243362922,0.439110543809294,0.325505314627266
873,"IA, Sioux",19167,"+43.0828542,-096.1779289",0.243064718415843,0.132053608474367,0.228319257506332,0.284907880871265,0.32697812681141
874,"IA, Story",19169,"+42.0375379,-093.4660934",0.220017439854258,0.126104077963962,0.112678592498311,0.169274558424673,0.472012530530085
875,"IA, Tama",19171,"+42.0748481,-092.5294115",0.39898983918041,0.312389553699701,0.322145242550524,0.462304293917341,0.499120266554074
876,"IA, Taylor",19173,"+40.7379489,-094.6971082",0.280141445626515,0.349002556758447,0.184816405178505,0.456445735415952,0.130301085153158
877,"IA, Union",19175,"+41.0285502,-094.2450907",0.41316351981539,0.376816973898121,0.402581795948078,0.525841004293499,0.34741430512186
878,"IA, Van Buren",19177,"+40.7541168,-091.9529430",0.337630017218562,0.397086869032378,0.266607129013956,0.503742870582593,0.18308320024532
879,"IA, Wapello",19179,"+41.0312631,-092.4094822",0.522987579585936,0.511230068376572,0.519759078839254,0.524817253531814,0.536143917596106
880,"IA, Warren",19181,"+41.3367685,-093.5643662",0.257162716532396,0.14932803170424,0.219772572273174,0.331546668280779,0.328003593871391
881,"IA, Washington",19183,"+41.3294011,-091.7250523",0.335294053836074,0.211309042383556,0.289822666280136,0.3676582297433,0.472386276937304
882,"IA, Wayne",19185,"+40.7399827,-093.3326126",0.353786325383663,0.367054913810894,0.262037164450821,0.525601231233355,0.26045199203958
883,"IA, Webster",19187,"+42.4343970,-094.1791565",0.431046278257282,0.406589348221946,0.425997364922232,0.414210363918263,0.477388035966688
884,"IA, Winnebago",19189,"+43.3781243,-093.7434883",0.282347335218431,0.153201331753168,0.31554424165894,0.404293295816448,0.256350471645168
885,"IA, Winneshiek",19191,"+43.2929889,-091.8507880",0.205940935953414,0.109151507647103,0.0498410239174186,0.295552470116611,0.369218742132521
886,"IA, Woodbury",19193,"+42.3932198,-096.0532956",0.474339112765308,0.37485386266486,0.554721611052978,0.349903252703,0.617877724640393
887,"IA, Worth",19195,"+43.3734910,-093.2485332",0.262037906929396,0.146086964649932,0.284888484929295,0.223505014455046,0.393671163683311
888,"IA, Wright",19197,"+42.7330073,-093.7347352",0.345988609639718,0.290000924309564,0.366441380879383,0.404773382718203,0.322738750651723
889,"KS, Allen",20001,"+37.8842285,-095.3009448",0.52524542471677,0.550707559011444,0.511126362668092,0.515619855514795,0.523527921672751
890,"KS, Anderson",20003,"+38.2151139,-095.2920464",0.46402339530502,0.458216302843395,0.42697545247604,0.525978389000211,0.444923436900434
891,"KS, Atchison",20005,"+39.5325441,-095.3133975",0.510257507153863,0.423811225347049,0.461040955222484,0.62016926425499,0.536008583790929
892,"KS, Barber",20007,"+37.2229059,-098.6850520",0.453835444733856,0.502017836685085,0.462655525799718,0.408421398023489,0.44224701842713
893,"KS, Barton",20009,"+38.4812394,-098.7678374",0.534107229406276,0.460285441297321,0.568003573612173,0.594507556495283,0.513632346220325
894,"KS, Bourbon",20011,"+37.8560997,-094.8509284",0.524221282770914,0.515917714170674,0.469315750154943,0.653453007936141,0.458198658821899
895,"KS, Brown",20013,"+39.8259308,-095.5699047",0.483433729990191,0.457600329415305,0.459878670938592,0.521881086737873,0.494374832868993
896,"KS, Butler",20015,"+37.7736811,-096.8387616",0.469835476457107,0.379988038417309,0.512432540262121,0.396541108287719,0.590380218861279
897,"KS, Chase",20017,"+38.2985525,-096.5940642",0.491348369125794,0.339605700304483,0.52762680908828,0.613564578482878,0.484596388627535
898,"KS, Chautauqua",20019,"+37.1542592,-096.2453962",0.586133110391048,0.640675955865812,0.554682746026293,0.653815768070342,0.495357971601745
899,"KS, Cherokee",20021,"+37.1693922,-094.8456975",0.551538934911967,0.587528834130945,0.475689075470354,0.575076406917515,0.567861423129055
900,"KS, Cheyenne",20023,"+39.7892558,-101.7273018",0.403255432666561,0.443508732977888,0.343982841497864,0.449624889622293,0.375905266568198
901,"KS, Clark",20025,"+37.2338311,-099.8138686",0.442985273831687,0.377439412626604,0.504988220523904,0.466698378345925,0.422815083830316
902,"KS, Clay",20027,"+39.3449643,-097.1688527",0.35132105706133,0.279883491124376,0.304643641891035,0.467859416178269,0.352897679051639
903,"KS, Cloud",20029,"+39.4873286,-097.6413898",0.466466682986915,0.450598143085551,0.510293143559719,0.479601703464318,0.425373741838072
904,"KS, Coffey",20031,"+38.2364502,-095.7291373",0.407572358112356,0.308455801692076,0.384016288342404,0.46275954892777,0.475057793487172
905,"KS, Comanche",20033,"+37.1890712,-099.2540887",0.35015596890459,0.358651724443374,0.320809515736183,0.414593224698112,0.306569410740692
906,"KS, Cowley",20035,"+37.2345068,-096.8372468",0.617076746572321,0.567862736912449,0.717872782462045,0.622315767503214,0.560255699411578
907,"KS, Crawford",20037,"+37.5056283,-094.8539407",0.515890467343253,0.480792780017433,0.499925180617883,0.551207008192635,0.53163690054506
908,"KS, Decatur",20039,"+39.7835420,-100.4597084",0.450790385856248,0.470809778170231,0.364729372945603,0.550986417236897,0.416635975072259
909,"KS, Dickinson",20041,"+38.8677353,-097.1579434",0.490235352674131,0.406552180275947,0.428547564262744,0.568132911871041,0.557708754286791
910,"KS, Doniphan",20043,"+39.7885021,-095.1472253",0.43320231435652,0.293597552621328,0.365807466455969,0.491621780466176,0.581782457882605
911,"KS, Douglas",20045,"+38.8965726,-095.2905294",0.385479250288167,0.342855197022065,0.298544872324024,0.319165156038178,0.5813517757684
912,"KS, Edwards",20047,"+37.8835945,-099.3047457",0.437082413521328,0.481975001482698,0.297137308141298,0.474393557801882,0.494823786659435
913,"KS, Elk",20049,"+37.4560259,-096.2446421",0.479315452571099,0.541619372380143,0.472213578802508,0.551536150436751,0.351892708664992
914,"KS, Ellis",20051,"+38.9145957,-099.3173291",0.341376763356454,0.281925375531534,0.325783908333744,0.360297300816636,0.397500468743901
915,"KS, Ellsworth",20053,"+38.7008451,-098.2053552",0.436045214048411,0.417988489053221,0.48980491556699,0.442408435244532,0.393979016328903
916,"KS, Finney",20055,"+38.0498552,-100.7399289",0.539956347724501,0.557971152575212,0.513555889562541,0.512816516959652,0.575481831800597
917,"KS, Ford",20057,"+37.6883653,-099.8847340",0.516613321359201,0.519223156622656,0.603748798240937,0.491174979550236,0.452306351022976
918,"KS, Franklin",20059,"+38.5580187,-095.2789618",0.475170877243977,0.418070688528267,0.370737427946449,0.60498456521593,0.506890827285263
919,"KS, Geary",20061,"+39.0021553,-096.7680381",0.515482575788844,0.500805347281564,0.615010425654001,0.485083288269848,0.461031241949961
920,"KS, Gove",20063,"+38.9172385,-100.4873598",0.346212846515876,0.317406466772673,0.231406882077341,0.405596608336173,0.430441428877315
921,"KS, Graham",20065,"+39.3494451,-099.8809524",0.385158179147197,0.417999295574492,0.263619629191296,0.488276457161295,0.370737334661706
922,"KS, Grant",20067,"+37.5475370,-101.2993622",0.388587349852797,0.334795218424214,0.330411612247142,0.447276596028689,0.441865972711142
923,"KS, Gray",20069,"+37.7445134,-100.4517163",0.317613506073843,0.219126996206311,0.326138020348577,0.281032296676091,0.444156711064394
924,"KS, Greeley",20071,"+38.4804076,-101.8059837",0.409615547446789,0.383059831026801,0.506316257062123,0.392833327990717,0.356252773707514
925,"KS, Greenwood",20073,"+37.8786589,-096.2422317",0.497803606363498,0.456833909946205,0.467278916111899,0.667890989203282,0.399210610192606
926,"KS, Hamilton",20075,"+37.9952438,-101.7936887",0.419972329558779,0.437217189917081,0.323852171259488,0.496929832071923,0.421890124986625
927,"KS, Harper",20077,"+37.1881840,-098.0665900",0.499627281412878,0.486322848185566,0.466735957767679,0.62082845116126,0.424621868537007
928,"KS, Harvey",20079,"+38.0501436,-097.4367065",0.505282926621191,0.409684200104507,0.541074066834186,0.442695626530643,0.627677813015427
929,"KS, Haskell",20081,"+37.5585504,-100.8768686",0.435540749246797,0.460526004150548,0.354233340374794,0.513570259393367,0.41383339306848
930,"KS, Hodgeman",20083,"+38.0874927,-099.8984067",0.396577773734307,0.310458692504627,0.370543573437841,0.524483641939973,0.380825187054788
931,"KS, Jackson",20085,"+39.4109892,-095.7945092",0.471480295292245,0.371189402472857,0.357906584977838,0.621113934943581,0.535711258774706
932,"KS, Jefferson",20087,"+39.2396440,-095.3753140",0.388403493948702,0.269082882640504,0.364421646576094,0.468680691687264,0.451428754890946
933,"KS, Jewell",20089,"+39.7770098,-098.2225842",0.440026420609316,0.452521451138839,0.314727394556936,0.633735709787999,0.35912112695349
934,"KS, Johnson",20091,"+38.8839065,-094.8223295",0.307819479917738,0.117579481553729,0.1298572146781,0.232189657871116,0.751651565568008
935,"KS, Kearny",20093,"+37.9944614,-101.3081363",0.513413837123289,0.54357305097485,0.51220100085747,0.552500004346886,0.445381292313948
936,"KS, Kingman",20095,"+37.5529509,-098.1445285",0.36755822989328,0.2991506543954,0.20454196968269,0.468208440886825,0.498331854608207
937,"KS, Kiowa",20097,"+37.5612311,-099.2865389",0.379817149335133,0.291866972515787,0.330905321814668,0.407881561236567,0.488614741773511
938,"KS, Labette",20099,"+37.1914676,-095.2974732",0.57977554752294,0.613797788891726,0.662188834962215,0.568092310753648,0.475023255484173
939,"KS, Lane",20101,"+38.4812863,-100.4661853",0.326507835352606,0.364282498119116,0.213945737950943,0.363479667381124,0.36432343795924
940,"KS, Leavenworth",20103,"+39.1895108,-095.0389770",0.448145146315086,0.387793696304055,0.427153244507063,0.457840108393517,0.51979353605571
941,"KS, Lincoln",20105,"+39.0472763,-098.2142650",0.392074782906159,0.346572926876946,0.327284255444695,0.517507229713499,0.376934719589498
942,"KS, Linn",20107,"+38.2165494,-094.8449321",0.502058987630844,0.493128145969122,0.470178887975456,0.652291035522751,0.392637881056048
943,"KS, Logan",20109,"+38.9132695,-101.1574069",0.354478184633851,0.313434896441353,0.2780862287525,0.380309157902458,0.446082455439092
944,"KS, Lyon",20111,"+38.4554978,-096.1615888",0.490633141106997,0.471317436532218,0.49284149652939,0.426394708406373,0.571978922960007
945,"KS, McPherson",20113,"+38.3958120,-097.6474893",0.385737911732445,0.240921332789022,0.283450535816106,0.4769303111807,0.541649467143951
946,"KS, Marion",20115,"+38.3596474,-097.1027707",0.398024665741086,0.336864373644717,0.28459438568445,0.482857688457041,0.487782215178135
947,"KS, Marshall",20117,"+39.7827091,-096.5212426",0.372774500226705,0.340092949981881,0.350804415908565,0.409224630154016,0.390976004862357
948,"KS, Meade",20119,"+37.2438862,-100.3600936",0.44783422657087,0.455521564179182,0.399069642970624,0.501216094845368,0.435529604288305
949,"KS, Miami",20121,"+38.5667718,-094.8329626",0.317526396678791,0.246594693578082,0.120198607156432,0.363978076051822,0.539334209928826
950,"KS, Mitchell",20123,"+39.3930256,-098.2073621",0.395112375732363,0.360127226065664,0.298978878766258,0.592446084971027,0.328897313126501
951,"KS, Montgomery",20125,"+37.1895369,-095.7424028",0.648160333098482,0.643024552313629,0.660716006243874,0.621813398025879,0.667087375810548
952,"KS, Morris",20127,"+38.6876956,-096.6449046",0.441720065021112,0.422508699254741,0.408818836213754,0.454160585133318,0.481392139482634
953,"KS, Morton",20129,"+37.1852495,-101.8095163",0.378578222955301,0.315293919821856,0.493591008557293,0.454246131584132,0.251181831857923
954,"KS, Nemaha",20131,"+39.7910427,-096.0053805",0.334627302787931,0.271758362923532,0.2810469043805,0.459949901123268,0.325754042724423
955,"KS, Neosho",20133,"+37.5642833,-095.3156826",0.567039801861953,0.526855543601147,0.50755479449145,0.642270694813368,0.591478174541845
956,"KS, Ness",20135,"+38.4804369,-099.9087452",0.349475194104756,0.402823563811675,0.324901149954381,0.309142906669712,0.361033155983257
957,"KS, Norton",20137,"+39.7838666,-099.8992352",0.401340918701642,0.378148659916116,0.421773083398428,0.520810834412507,0.284631097079519
958,"KS, Osage",20139,"+38.6497056,-095.7272747",0.463416887966159,0.395802446855241,0.440536758010888,0.579010824380238,0.438317522618269
959,"KS, Osborne",20141,"+39.3486494,-098.7678759",0.430610248978215,0.497181345077683,0.315556862683409,0.592895220121823,0.316807568029945
960,"KS, Ottawa",20143,"+39.1379632,-097.6548025",0.398555517716985,0.323246937334813,0.240550526963145,0.571687840204669,0.458736766365312
961,"KS, Pawnee",20145,"+38.1828730,-099.2321540",0.463190119198463,0.421535554456991,0.43893443627676,0.539829759785669,0.452460726274433
962,"KS, Phillips",20147,"+39.7845058,-099.3421498",0.396707914272572,0.426244618100734,0.350558011850493,0.380350546232471,0.429678480906592
963,"KS, Pottawatomie",20149,"+39.3821868,-096.3371126",0.319807531346133,0.154151343284125,0.321858448656633,0.410256687527166,0.39296364591661
964,"KS, Pratt",20151,"+37.6475943,-098.7401199",0.399259364208962,0.31734309200608,0.459872870739439,0.455692174167739,0.364129319922591
965,"KS, Rawlins",20153,"+39.7861975,-101.0767378",0.363130544756965,0.353486330988465,0.390988612870494,0.379401426310024,0.328645808858877
966,"KS, Reno",20155,"+37.9481849,-098.0783463",0.551543932953013,0.535997649846882,0.577152357058658,0.508050818590076,0.584974906316437
967,"KS, Republic",20157,"+39.8289103,-097.6509213",0.352794234275784,0.284740482588589,0.16776996155329,0.568382571016726,0.390283921944531
968,"KS, Rice",20159,"+38.3471776,-098.2014154",0.461555002039978,0.392052629522043,0.513978034645844,0.511033649116499,0.429155694875525
969,"KS, Riley",20161,"+39.2912114,-096.7274889",0.388247317827501,0.321228196497239,0.350542140339477,0.38684975749891,0.49436917697438
970,"KS, Rooks",20163,"+39.3460064,-099.3244921",0.368259028885016,0.403906855358894,0.380942382457475,0.353350396284887,0.334836481438807
971,"KS, Rush",20165,"+38.5235917,-099.3091827",0.407982520096794,0.417503658399901,0.282610535092235,0.508212233384398,0.423603653510641
972,"KS, Russell",20167,"+38.9168388,-098.7656381",0.402101277224864,0.333285960499407,0.400197927210482,0.437292858331231,0.437628362858336
973,"KS, Saline",20169,"+38.7863268,-097.6501534",0.493651394210587,0.36904453597918,0.502266214321255,0.521951568597562,0.581343257944353
974,"KS, Scott",20171,"+38.4818768,-100.9063604",0.365593553782164,0.375453877108387,0.408154276681567,0.340920996682515,0.337845064656188
975,"KS, Sedgwick",20173,"+37.6838070,-097.4594505",0.577905970182577,0.46796673509526,0.581159513235497,0.485794935365983,0.776702697033567
976,"KS, Seward",20175,"+37.1805849,-100.8547406",0.530649202643485,0.50819493353779,0.580494036659575,0.63793004705239,0.395977793324185
977,"KS, Shawnee",20177,"+39.0418052,-095.7556639",0.523893348667518,0.353817985128274,0.639811826033339,0.486768751067992,0.615174832440468
978,"KS, Sheridan",20179,"+39.3505425,-100.4412056",0.322831887859049,0.371032558172546,0.211428670553676,0.304758653966254,0.40410766874372
979,"KS, Sherman",20181,"+39.3513521,-101.7198590",0.423479976458213,0.439439720038048,0.393527609387125,0.468655824400455,0.392296752007222
980,"KS, Smith",20183,"+39.7846603,-098.7854295",0.400686474212384,0.432936828039021,0.312605129445114,0.463961847677319,0.393242091688081
981,"KS, Stafford",20185,"+38.0356303,-098.7198888",0.510376747563279,0.505181690605697,0.471966748895145,0.650579848668749,0.413778702083524
982,"KS, Stanton",20187,"+37.5659319,-101.7893829",0.421722520939341,0.310680051219078,0.539546491526157,0.463885435086726,0.372778105925404
983,"KS, Stevens",20189,"+37.2023561,-101.3157956",0.418547479195979,0.379599490716978,0.342833299121364,0.578065798426036,0.373691328519539
984,"KS, Sumner",20191,"+37.2366630,-097.4933494",0.524149025265952,0.458139966681506,0.442120578121462,0.562081642173235,0.634253914087605
985,"KS, Thomas",20193,"+39.3577058,-101.0834385",0.322516606228763,0.217204081555591,0.238832096520645,0.365105059077885,0.468925187760931
986,"KS, Trego",20195,"+38.9213022,-099.8654230",0.330282345776573,0.386163624672477,0.293483343466953,0.222547184647642,0.418935230319221
987,"KS, Wabaunsee",20197,"+38.9551537,-096.2012619",0.388384607120725,0.244023561511899,0.286057164216777,0.508293779054779,0.515163923699443
988,"KS, Wallace",20199,"+38.9266259,-101.7711031",0.361712612220674,0.226466109502404,0.386444450846138,0.440685776613673,0.393254111920482
989,"KS, Washington",20201,"+39.7767142,-097.0956108",0.394597880807368,0.365394625254078,0.344496119337527,0.539580482644119,0.328920295993748
990,"KS, Wichita",20203,"+38.4819222,-101.3474341",0.439720410528233,0.344663385961914,0.571610266294764,0.473978963681969,0.368629026174286
991,"KS, Wilson",20205,"+37.5585146,-095.7451749",0.610979930707995,0.583422635997047,0.699118677447975,0.634297994229656,0.527080415157304
992,"KS, Woodson",20207,"+37.8884836,-095.7575533",0.556135063454638,0.614440176869904,0.549464012429461,0.601439283244441,0.459196781274746
993,"KS, Wyandotte",20209,"+39.1153842,-094.7630866",0.771764712263685,0.716269028527706,0.856856683927843,0.633971590315005,0.879961546284188
994,"KY, Adair",21001,"+37.1055413,-085.2814005",0.551859515692915,0.761911283239894,0.432971270113896,0.696364703144404,0.316190806273466
995,"KY, Allen",21003,"+36.7507703,-086.1924580",0.623959990351406,0.746012802247342,0.628005519426012,0.783089321320273,0.338732318411996
996,"KY, Anderson",21005,"+38.0053963,-084.9864171",0.483271722863633,0.536646247453644,0.306632357653079,0.609559887874884,0.480248398472925
997,"KY, Ballard",21007,"+37.0511196,-089.0091777",0.571187508695134,0.539962324362374,0.665169309228546,0.493425499510582,0.586192901679035
998,"KY, Barren",21009,"+36.9636142,-085.9249900",0.618233193042258,0.70557862181636,0.590686363061867,0.623615285565167,0.553052501725636
999,"KY, Bath",21011,"+38.1522485,-083.7376405",0.579623688800254,0.637841504725967,0.58409607414446,0.66135788603698,0.43519929029361
1000,"KY, Bell",21013,"+36.7226801,-083.6810456",0.686868608059207,0.843444286527936,0.645345645807967,0.821180813996977,0.437503685903945
1001,"KY, Boone",21015,"+38.9745952,-084.7314442",0.431765501119541,0.332190089051853,0.320739500545252,0.317365971914463,0.756766442966596
1002,"KY, Bourbon",21017,"+38.2025623,-084.2098602",0.622643339210203,0.63959823677586,0.511124986293441,0.756338931886555,0.583511201884956
1003,"KY, Boyd",21019,"+38.3600037,-082.6814063",0.68020985955299,0.650212794240037,0.705239006324746,0.677308438470006,0.688079199177173
1004,"KY, Boyle",21021,"+37.6182001,-084.8730164",0.51114754620918,0.564023076417799,0.487051567170738,0.521173269204719,0.472342272043465
1005,"KY, Bracken",21023,"+38.6785230,-084.1003549",0.49374854062361,0.562432575673411,0.375739100146853,0.540323828018973,0.496498658655203
1006,"KY, Breathitt",21025,"+37.5211779,-083.3224008",0.610820523813405,0.7455056512443,0.598564953118468,0.798205322012826,0.301006168878025
1007,"KY, Breckinridge",21027,"+37.7781094,-086.4328289",0.53776951662193,0.599183856472059,0.60888333421247,0.63400060646443,0.30901026933876
1008,"KY, Bullitt",21029,"+37.9695717,-085.7030364",0.484661072769713,0.471366976459666,0.32778095282786,0.481757243180954,0.657739118610372
1009,"KY, Butler",21031,"+37.2070133,-086.6824707",0.590882987441587,0.608648179640634,0.621783436145511,0.730016098984572,0.403084234995632
1010,"KY, Caldwell",21033,"+37.1486431,-087.8705100",0.568910787793754,0.695270873483212,0.488922755623255,0.635101210605448,0.456348311463102
1011,"KY, Calloway",21035,"+36.6209783,-088.2740857",0.516030262436638,0.482877323903939,0.36755409056947,0.665832419646681,0.547857215626463
1012,"KY, Campbell",21037,"+38.9469811,-084.3795832",0.543065444113258,0.423082451061208,0.399122130064376,0.532446367736324,0.817610827591123
1013,"KY, Carlisle",21039,"+36.8577260,-088.9757570",0.520195700641163,0.627335762972015,0.379949087552911,0.657889998795034,0.415607953244692
1014,"KY, Carroll",21041,"+38.6682836,-085.1240829",0.687972944163237,0.778715434846665,0.687031017132956,0.6574187250601,0.628726599613226
1015,"KY, Carter",21043,"+38.3095549,-083.0488208",0.626910468605124,0.701213697990432,0.657963263850436,0.758809214343838,0.389655698235788
1016,"KY, Casey",21045,"+37.3219623,-084.9282195",0.579624327725981,0.781710443290949,0.612686203309837,0.692299530369249,0.231801133933888
1017,"KY, Christian",21047,"+36.8933877,-087.4935542",0.698797317048114,0.683585105300093,0.726588789853612,0.688757706974424,0.696257666064329
1018,"KY, Clark",21049,"+37.9701332,-084.1449740",0.633097743834104,0.608585922072308,0.546447152482812,0.649325708910132,0.728032191871164
1019,"KY, Clay",21051,"+37.1644658,-083.7107629",0.68102920874374,0.854639895587,0.732730337451732,0.812231467091436,0.32451513484479
1020,"KY, Clinton",21053,"+36.7291241,-085.1534986",0.625623954969415,0.763018740808621,0.68216107084423,0.697766847373372,0.359549160851434
1021,"KY, Crittenden",21055,"+37.3581494,-088.1050103",0.569480573266417,0.647511656703718,0.567061945604904,0.738433642212007,0.32491504854504
1022,"KY, Cumberland",21057,"+36.7842273,-085.3934992",0.551925802920501,0.695775127413072,0.515258555982603,0.683216379348417,0.31345314893791
1023,"KY, Daviess",21059,"+37.7316710,-087.0871390",0.595286075594191,0.55956516199083,0.508278963712325,0.4902293512028,0.823070825470807
1024,"KY, Edmonson",21061,"+37.2278556,-086.2177780",0.517248659131626,0.577076393654613,0.480411717691197,0.667397117683055,0.344109407497639
1025,"KY, Elliott",21063,"+38.1164254,-083.0975408",0.589572211165628,0.69403704687926,0.648100143193727,0.77533215792659,0.240819496662936
1026,"KY, Estill",21065,"+37.6924599,-083.9639272",0.643946891150064,0.792022340451152,0.591150987095249,0.872474310230341,0.320139926823516
1027,"KY, Fayette",21067,"+38.0401572,-084.4584429",0.479277362005835,0.391268141871642,0.350351706463676,0.43619055060859,0.73929904907943
1028,"KY, Fleming",21069,"+38.3684311,-083.7061517",0.569587859264849,0.701326562595453,0.486532135956874,0.688146652807467,0.402346085699604
1029,"KY, Floyd",21071,"+37.5582827,-082.7403367",0.689360280449011,0.793204040679022,0.646301406964452,0.847069630295256,0.470866043857312
1030,"KY, Franklin",21073,"+38.2349190,-084.8687863",0.556735841696478,0.490940115565754,0.568194147930849,0.556455671895398,0.611353431393913
1031,"KY, Fulton",21075,"+36.5526198,-089.1877226",0.710731201665731,0.75636807570943,0.718086486444678,0.808938277392503,0.559531967116314
1032,"KY, Gallatin",21077,"+38.7601837,-084.8621143",0.608980088116931,0.630417442487401,0.471091220621251,0.732549836818546,0.601861852540525
1033,"KY, Garrard",21079,"+37.6301619,-084.5458557",0.604865615419644,0.717987285730781,0.580439284137455,0.704488339926306,0.416547551884034
1034,"KY, Grant",21081,"+38.6492099,-084.6259458",0.610067844771231,0.666615784263759,0.564607397400925,0.681095014431643,0.527953182988598
1035,"KY, Graves",21083,"+36.7233435,-088.6498974",0.591041357026179,0.601835491160604,0.5769716896544,0.731471414858433,0.453886832431278
1036,"KY, Grayson",21085,"+37.4585771,-086.3440113",0.585769898477984,0.716265736278113,0.487522205658354,0.656640227982662,0.482651423992805
1037,"KY, Green",21087,"+37.2696366,-085.5614029",0.545311943598406,0.662492584047324,0.536388671150642,0.704122355119365,0.278244164076293
1038,"KY, Greenup",21089,"+38.5635956,-082.9338325",0.589375700908429,0.585445371813958,0.531799300311036,0.584495374064553,0.655762757444167
1039,"KY, Hancock",21091,"+37.8433887,-086.7927726",0.511936567278479,0.410843744253115,0.452976571385532,0.559588161226553,0.624337792248717
1040,"KY, Hardin",21093,"+37.6958356,-085.9631827",0.592098522959909,0.485662114292234,0.587002580435953,0.580202433876723,0.715526963234727
1041,"KY, Harlan",21095,"+36.8592233,-083.2214968",0.658352394311881,0.79447889811398,0.745451947355671,0.759499592845306,0.333979138932569
1042,"KY, Harrison",21097,"+38.4434891,-084.3327961",0.550071853868006,0.63715311450907,0.457814383470089,0.70828918678483,0.397030730708033
1043,"KY, Hart",21099,"+37.3138562,-085.8819945",0.622203371467097,0.780067470192955,0.66109615147345,0.564828380244851,0.482821483957132
1044,"KY, Henderson",21101,"+37.7925421,-087.5725767",0.672608035875765,0.725315576291252,0.538019861014003,0.548550407830219,0.878546298367584
1045,"KY, Henry",21103,"+38.4515607,-085.1200786",0.570451594640206,0.576528566574731,0.469606994950887,0.666681450262115,0.568989366773093
1046,"KY, Hickman",21105,"+36.6759160,-088.9720197",0.610986614445642,0.639792554061532,0.568034661253221,0.793111533811493,0.443007708656323
1047,"KY, Hopkins",21107,"+37.3110702,-087.5421956",0.635701372720425,0.63131160602572,0.58194988525453,0.683733555363152,0.645810444238301
1048,"KY, Jackson",21109,"+37.4033198,-084.0206858",0.589122156222143,0.715947644148106,0.580437605580223,0.859687875039482,0.20041550012076
1049,"KY, Jefferson",21111,"+38.1895327,-085.6576239",0.582939375538596,0.529646312235632,0.523780195246127,0.405571086107402,0.872759908565224
1050,"KY, Jessamine",21113,"+37.8732908,-084.5839603",0.537483418360136,0.538560942250112,0.459005356777976,0.625516251559738,0.526851122852718
1051,"KY, Johnson",21115,"+37.8492599,-082.8306393",0.590976729226073,0.667018650366347,0.515579288561467,0.758893484739281,0.422415493237197
1052,"KY, Kenton",21117,"+38.9304771,-084.5334920",0.546475138143581,0.502680952024607,0.45047821858479,0.402775749420375,0.829965632544554
1053,"KY, Knott",21119,"+37.3547030,-082.9491376",0.627539641819347,0.739818220442394,0.607039241845938,0.802404537301139,0.360896567687918
1054,"KY, Knox",21121,"+36.8874758,-083.8556299",0.721518497289904,0.915354788311589,0.639131785566032,0.809415423061027,0.522171992220969
1055,"KY, Larue",21123,"+37.5455181,-085.6972088",0.557109105491853,0.637290770420482,0.590321843596109,0.575490682214127,0.425333125736693
1056,"KY, Laurel",21125,"+37.1132678,-084.1193951",0.614383434736406,0.756218607355021,0.556485378975247,0.571027791623182,0.573801960992174
1057,"KY, Lawrence",21127,"+38.0744587,-082.7383054",0.586416309655636,0.700894798145671,0.492808540735093,0.701672862026904,0.450289037714876
1058,"KY, Lee",21129,"+37.6053832,-083.7184968",0.617909421985404,0.78367312203017,0.594340391718557,0.851645576287384,0.241978597905508
1059,"KY, Leslie",21131,"+37.0878458,-083.3886162",0.603639802720363,0.80235069661827,0.59549016037132,0.75081819515131,0.265900158740554
1060,"KY, Letcher",21133,"+37.1185034,-082.8611749",0.677262010704124,0.750728459346203,0.703396522450512,0.896675405702744,0.358247655317037
1061,"KY, Lewis",21135,"+38.5320508,-083.3733027",0.632198239510847,0.784364920570825,0.576259169168523,0.716429379611666,0.451739488692375
1062,"KY, Lincoln",21137,"+37.4572565,-084.6580738",0.670814251127776,0.850266995036098,0.686480484119977,0.704047322374184,0.442462202980845
1063,"KY, Livingston",21139,"+37.2095173,-088.3634260",0.597466461470077,0.670179377891543,0.454908317638928,0.608909557257837,0.655868593091998
1064,"KY, Logan",21141,"+36.8598288,-086.8814363",0.625516473218652,0.697012744627186,0.458734901356516,0.693424251427524,0.652893995463382
1065,"KY, Lyon",21143,"+37.0239759,-088.0833909",0.475955296058511,0.478977165213717,0.344713415356503,0.547538532369145,0.532592071294682
1066,"KY, McCracken",21145,"+37.0536877,-088.7123775",0.599945171454094,0.629877214514475,0.484629815741565,0.469558813484763,0.815714842075575
1067,"KY, McCreary",21147,"+36.7311363,-084.4910515",0.640703361957759,0.780810193116555,0.717787413849651,0.780374757590257,0.283841083274574
1068,"KY, McLean",21149,"+37.5305746,-087.2629312",0.525798442636476,0.534087129547952,0.481358247390259,0.59582680663446,0.491921586973232
1069,"KY, Madison",21151,"+37.7235278,-084.2770080",0.55958592652643,0.547468980519724,0.470693065562321,0.521180872435221,0.699000787588453
1070,"KY, Magoffin",21153,"+37.6989535,-083.0697158",0.613563851861714,0.743728603577505,0.526076449233176,0.851516304371264,0.332934050264912
1071,"KY, Marion",21155,"+37.5522465,-085.2692420",0.588380628513698,0.676656074012198,0.707079809355376,0.620475853672398,0.349310777014821
1072,"KY, Marshall",21157,"+36.8820170,-088.3327524",0.536672904497148,0.548773923358686,0.402430184797681,0.530569657379513,0.664917852452713
