row#,Name,FIPS,Source,ToxPi Score,Costs of Climate Disasters,Economic & Productivity Losses,Transition Risks,Social Stressors
2369,"SD, Brule",46015,"+43.7298803,-099.0929410",0.577138484362484,0.349784972699324,0.610115480440308,0.584540117809332,0.764113366500974
2370,"SD, Buffalo",46017,"+44.0443062,-099.2039983",0.560033349172941,0.406134265331796,0.528536681172228,0.549478350320125,0.755984099867614
2371,"SD, Butte",46019,"+44.8964345,-103.5017616",0.457040337908055,0.350908468368513,0.549071163694827,0.420826510556579,0.507355209012301
2372,"SD, Campbell",46021,"+45.7822414,-100.0279513",0.521151220621047,0.398876505321975,0.389562308255089,0.550214555411762,0.745951513495361
2373,"SD, Charles Mix",46023,"+43.2061853,-098.5951429",0.601051510576477,0.271109457459076,0.656698922654077,0.704633573382599,0.771764088810155
2374,"SD, Clark",46025,"+44.8552107,-097.7249124",0.573511922816559,0.201233309989276,0.55713633300834,0.628436346398182,0.907241701870437
2375,"SD, Clay",46027,"+42.9129968,-096.9797951",0.571593745039901,0.309304072681924,0.613700910640978,0.499324378452362,0.864045618384342
2376,"SD, Codington",46029,"+44.9663237,-097.1988429",0.504919052753476,0.153509261184203,0.430589578050921,0.519570018472377,0.916007353306403
2377,"SD, Corson",46031,"+45.6983396,-101.1760168",0.455172770950405,0.449330156059154,0.398221630118838,0.430397176747859,0.542742120875771
2378,"SD, Custer",46033,"+43.6849428,-103.4622500",0.481917620303858,0.444083241420702,0.447484025376873,0.336531027564156,0.699572186853699
2379,"SD, Davison",46035,"+43.6804393,-098.1558683",0.606110467161778,0.269639695086456,0.730806496017182,0.591350014906973,0.8326456626365
2380,"SD, Day",46037,"+45.3622825,-097.5937339",0.50137378880786,0.0967072683129474,0.472872173354891,0.499508429725272,0.936407283838327
2381,"SD, Deuel",46039,"+44.7562899,-096.6902393",0.577461176478494,0.199217869374783,0.504404048831164,0.657700498790748,0.94852228891728
2382,"SD, Dewey",46041,"+45.1500047,-100.8522182",0.397578234231308,0.120030190899399,0.461289297724995,0.425611843652219,0.583381604648618
2383,"SD, Douglas",46043,"+43.3915064,-098.3584331",0.643734723427597,0.336843419757155,0.802294968887321,0.684756035908403,0.751044469157509
2384,"SD, Edmunds",46045,"+45.4116802,-099.2053620",0.521880530977314,0.210829993716383,0.455017195250126,0.547269735045215,0.874405199897533
2385,"SD, Fall River",46047,"+43.2215038,-103.5121024",0.459046162404844,0.40457257058027,0.465760557092641,0.409415331636208,0.556436190310259
2386,"SD, Faulk",46049,"+45.0654764,-099.1535637",0.550109095724896,0.338399638739929,0.573203567881311,0.519938121018195,0.768895055260149
2387,"SD, Grant",46051,"+45.1726366,-096.7722606",0.557358156627664,0.136304395763533,0.54997113844572,0.59208621999861,0.951070872302791
2388,"SD, Gregory",46053,"+43.1790937,-099.2021581",0.588213992978201,0.393827846532077,0.544901828887108,0.627700141306545,0.786426155187074
2389,"SD, Haakon",46055,"+44.2843122,-101.5917895",0.505496208973867,0.476759795144352,0.463560177291318,0.511195685555007,0.570469177904789
2390,"SD, Hamlin",46057,"+44.6806187,-097.1785980",0.553288373934263,0.144863600168791,0.53312910963436,0.604969809102256,0.930190976831646
2391,"SD, Hand",46059,"+44.5467133,-099.0045751",0.506565491723225,0.137235056320068,0.558215523181266,0.574509323435779,0.756302063955785
2392,"SD, Hanson",46061,"+43.6806116,-097.7968454",0.613994485806932,0.150196971417398,0.80742858001153,0.665706729162299,0.8326456626365
2393,"SD, Harding",46063,"+45.5966116,-103.4738669",0.437601080343747,0.553836881204506,0.342441828187434,0.448618252765872,0.405507359217176
2394,"SD, Hughes",46065,"+44.3922578,-099.9858456",0.497877513390024,0.40138330675363,0.4657118080642,0.471072508060797,0.65334243068147
2395,"SD, Hutchinson",46067,"+43.3367101,-097.7493828",0.609024825722181,0.164835077114392,0.767060486821031,0.676657779900398,0.827545959052902
2396,"SD, Hyde",46069,"+44.5373012,-099.4921478",0.571952541749261,0.430744378805071,0.509006687210719,0.60625816801262,0.741800932968635
2397,"SD, Jackson",46071,"+43.6772940,-101.6264545",0.438797305190961,0.45546453046549,0.337374686097325,0.285732876241211,0.67661712795982
2398,"SD, Jerauld",46073,"+44.0634157,-098.6231878",0.616316719460393,0.383020329999998,0.630238923475433,0.66892762643821,0.783079997927931
2399,"SD, Jones",46075,"+43.9519896,-100.6861386",0.507561205370717,0.407364634799152,0.346931815243464,0.603957527101255,0.671990844338999
2400,"SD, Kingsbury",46077,"+44.3629687,-097.4993130",0.56028510422302,0.121320463625922,0.586997204345889,0.597055604367159,0.935767144553111
2401,"SD, Lake",46079,"+44.0284497,-097.1232229",0.54746682171257,0.162154922199615,0.560123446837701,0.521778633747287,0.945810284065676
2402,"SD, Lawrence",46081,"+44.3536690,-103.7965284",0.460622294818752,0.490464020862982,0.355155494950939,0.349414616667801,0.647455046793284
2403,"SD, Lincoln",46083,"+43.2794204,-096.7222862",0.561466100912221,0.237427838763278,0.689422924820024,0.45496802168124,0.864045618384342
2404,"SD, Lyman",46085,"+43.8948122,-099.8419253",0.527233279247704,0.386997334067088,0.451321433297488,0.550490632321126,0.720123717305116
2405,"SD, McCook",46087,"+43.6789244,-097.3620356",0.586195232801316,0.1533958659931,0.678313089684523,0.633405730766731,0.879666244760911
2406,"SD, McPherson",46089,"+45.7842491,-099.2114212",0.545740053561254,0.327046884228791,0.481649717316476,0.534754248487388,0.839509364212363
2407,"SD, Marshall",46091,"+45.7370535,-097.5808837",0.668001956600766,0.409985711947539,0.736773612858184,0.632669525675094,0.892578975922249
2408,"SD, Meade",46093,"+44.6067915,-102.7158636",0.43733940013856,0.522971871379486,0.423542681637663,0.329445053557151,0.473397993979941
2409,"SD, Mellette",46095,"+43.5849297,-100.7605981",0.542287540014013,0.454899838373325,0.429583549446421,0.576809964347145,0.707856807889162
2410,"SD, Miner",46097,"+44.0173267,-097.6097898",0.586629651125197,0.190608530041549,0.602228766033563,0.623651013302542,0.930030295123135
2411,"SD, Minnehaha",46099,"+43.6674723,-096.7957261",0.516986259116579,0.102040639561554,0.503152639976637,0.564754605971591,0.897997150956533
2412,"SD, Moody",46101,"+44.0124293,-096.6760536",0.585537928516559,0.171551754125465,0.60401725076774,0.633681807676094,0.932900901496937
2413,"SD, Pennington",46103,"+44.0023492,-102.8238015",0.402485629824376,0.397267454801487,0.290306738621551,0.356684641947716,0.56568368392675
2414,"SD, Perkins",46105,"+45.4833865,-102.4679947",0.49538644878631,0.550122741553968,0.50625413530175,0.457820816411333,0.46734810187819
2415,"SD, Potter",46107,"+45.0642763,-099.9496314",0.519402633948692,0.244268339690866,0.614708593366178,0.543772760859939,0.674860841877783
2416,"SD, Roberts",46109,"+45.6233973,-096.9475513",0.52035805559101,0.297159835696415,0.477053676406839,0.388341460888102,0.918877249372684
2417,"SD, Sanborn",46111,"+44.0210318,-098.0921054",0.626889753883961,0.313336742478593,0.747766822977904,0.620982269845358,0.825473180233989
2418,"SD, ",46113,"+43.3419371,-102.5594800",0.342960939174415,0.121932236322789,0.414035024009467,0.216161495081525,0.619715001283881
2419,"SD, Spink",46115,"+44.9310341,-098.3396437",0.583734345491827,0.331742479758062,0.582878120584258,0.578742502712692,0.841574278912294
2420,"SD, Stanley",46117,"+44.4155468,-100.7491628",0.466133627611978,0.125217587508646,0.58586736385636,0.495643352994178,0.657806206088726
2421,"SD, Sully",46119,"+44.7223250,-100.1313985",0.451282364102512,0.180636274617436,0.418651142522082,0.530981197392749,0.674860841877783
2422,"SD, Todd",46121,"+43.2081724,-100.7172035",0.531666035145484,0.47322192571808,0.487028385471725,0.45855702150297,0.707856807889162
2423,"SD, Tripp",46123,"+43.3497292,-099.8762186",0.602720795307767,0.392494538115458,0.607189226844972,0.674817267171305,0.736382149099333
2424,"SD, Turner",46125,"+43.3086698,-097.1501851",0.618118917871604,0.22189643981611,0.722567225746788,0.666995088072664,0.861016917850855
2425,"SD, Union",46127,"+42.8311064,-096.6508287",0.551309835204084,0.155584219827902,0.686200336451953,0.489845737897537,0.873609046638944
2426,"SD, Walworth",46129,"+45.4276046,-100.0278563",0.487741860790368,0.317017477188099,0.449042891539876,0.438955560938138,0.745951513495361
2427,"SD, Yankton",46135,"+43.0066072,-097.3883388",0.542209245212717,0.113193542271435,0.735524333446397,0.539907684128846,0.780211421004189
2428,"SD, Ziebach",46137,"+44.9816662,-101.6692245",0.428708702847757,0.217639703763398,0.489954639067061,0.449998637312691,0.557241831247879
2429,"TN, Anderson",47001,"+36.1167307,-084.1954177",0.400267354773532,0.346699357219739,0.414186062340957,0.404902477011583,0.435281522521847
2430,"TN, Bedford",47003,"+35.5136604,-086.4582939",0.551120385835027,0.49953045703386,0.816290807347794,0.556652751525236,0.332007527433218
2431,"TN, Benton",47005,"+36.0692530,-088.0712118",0.474537294167454,0.519699034138129,0.63994150116587,0.42100696339114,0.317501677974678
2432,"TN, Bledsoe",47007,"+35.5936682,-085.2059790",0.55372104342567,0.519699034138129,0.627981733183867,0.646745849614301,0.420457556766382
2433,"TN, Blount",47009,"+35.6881849,-083.9229731",0.482063175853731,0.54613056990693,0.482507084199687,0.440424372683063,0.459190676625246
2434,"TN, Bradley",47011,"+35.1539144,-084.8594137",0.508517274538694,0.397220423200355,0.727724564947243,0.499504831286923,0.409619278720257
2435,"TN, Campbell",47013,"+36.4015922,-084.1592495",0.494633241424137,0.674878743451449,0.409046272030226,0.398920810642033,0.49568713957284
2436,"TN, Cannon",47015,"+35.8083940,-086.0624044",0.522367649742261,0.534458927536124,0.743313625847784,0.49085442146019,0.320843624124946
2437,"TN, Carroll",47017,"+35.9678963,-088.4516591",0.452845249344934,0.340906764339413,0.75376224999962,0.433798526858331,0.282913456182372
2438,"TN, Carter",47019,"+36.2847441,-082.1265932",0.413826311396633,0.46501341213154,0.23070854165114,0.424687988849324,0.534895302954529
2439,"TN, Cheatham",47021,"+36.2551800,-087.1008163",0.470278327327056,0.419841649410123,0.745704666825868,0.410976169017587,0.304590824054645
2440,"TN, Chester",47023,"+35.4166392,-088.6055046",0.490173974002012,0.454467053997607,0.830685460012868,0.400761323371126,0.274782058626449
2441,"TN, Claiborne",47025,"+36.5015565,-083.6607235",0.476650760248871,0.49365140754338,0.545982996399721,0.361558402241461,0.505410234810924
2442,"TN, Clay",47027,"+36.5457651,-085.5457178",0.509067898679102,0.516759509392889,0.598135615842446,0.474933986353542,0.446442483127533
2443,"TN, Cocke",47029,"+35.9161984,-083.1192234",0.500415098509436,0.592180079097891,0.493730293148214,0.428829142489782,0.486920879301857
2444,"TN, Coffee",47031,"+35.4887586,-086.0782188",0.548074743029823,0.58837598825111,0.64954926161573,0.532634060410583,0.421739661841869
2445,"TN, Crockett",47033,"+35.8113116,-089.1353494",0.479345550069566,0.427425644165325,0.651465094630914,0.514781086938388,0.323710374543634
2446,"TN, Cumberland",47035,"+35.9523984,-084.9947614",0.49378820327689,0.519699034138129,0.416332046288001,0.504382190019017,0.534739542662414
2447,"TN, Davidson",47037,"+36.1691287,-086.7847898",0.437095447926339,0.360303450664546,0.561348427786794,0.497112164739103,0.329617748514912
2448,"TN, Decatur",47039,"+35.6034221,-088.1073838",0.504259099851427,0.483948758060161,0.717935117400741,0.465455345798717,0.34969717814609
2449,"TN, DeKalb",47041,"+35.9822204,-085.8335963",0.533283744120771,0.378601846366608,0.668064823279068,0.663770592358404,0.422697714479005
2450,"TN, Dickson",47043,"+36.1455325,-087.3641546",0.510524469182303,0.511831482614104,0.746122703053773,0.44336919304961,0.340774498011722
2451,"TN, Dyer",47045,"+36.0541962,-089.3983056",0.517506581928783,0.320675917563349,0.791860737486862,0.605242287573271,0.35224738509165
2452,"TN, Fayette",47047,"+35.1969933,-089.4138027",0.524896296393514,0.519699034138129,0.766484776765954,0.545793726423592,0.26760764824638
2453,"TN, Fentress",47049,"+36.3760785,-084.9327026",0.50775221627613,0.519699034138129,0.444165231827868,0.486345165273914,0.580799433864611
2454,"TN, Franklin",47051,"+35.1559259,-086.0992032",0.520530402276701,0.498320064491702,0.638262283462291,0.52379959931094,0.421739661841869
2455,"TN, Gibson",47053,"+35.9916941,-088.9337756",0.463679465558482,0.3049408145153,0.818201830103932,0.470976883985994,0.260598333628703
2456,"TN, Giles",47055,"+35.2027228,-087.0353190",0.50334940671117,0.420706215511664,0.722349813445606,0.518094009850755,0.352247588036656
2457,"TN, Grainger",47057,"+36.2774634,-083.5094926",0.559979693349744,0.592180079097891,0.570951606132187,0.571376853357974,0.505410234810924
2458,"TN, Greene",47059,"+36.1789979,-082.8477460",0.52943170971725,0.584831267234791,0.540434961495112,0.535026726958403,0.457433883180694
2459,"TN, Grundy",47061,"+35.3872730,-085.7221882",0.577011455040339,0.706294356958578,0.637897122058137,0.600456954477631,0.36339738666701
2460,"TN, Hamblen",47063,"+36.2183967,-083.2660711",0.531345864841395,0.630796411063966,0.519296439723842,0.488369729275915,0.486920879301857
2461,"TN, Hamilton",47065,"+35.1591860,-085.2022955",0.494995462143366,0.4422450280761,0.664476788313618,0.523891624947395,0.349368407236349
2462,"TN, Hancock",47067,"+36.5214195,-083.2274526",0.492388963071316,0.616541554146802,0.451628073052054,0.395975990275486,0.505410234810924
2463,"TN, Hardeman",47069,"+35.2181307,-088.9890374",0.489573740424448,0.381454914501694,0.73776197849567,0.520946804580848,0.318131264119582
2464,"TN, Hardin",47071,"+35.2018926,-088.1856958",0.480523890812599,0.356511714692991,0.783566805181847,0.50723498474911,0.274782058626449
2465,"TN, Hawkins",47073,"+36.4522060,-082.9313857",0.524764249102622,0.616541554146802,0.539656650173626,0.485424908909368,0.457433883180694
2466,"TN, Haywood",47075,"+35.5866898,-089.2825359",0.463674544822951,0.295559804534338,0.685861222695601,0.549566777518231,0.323710374543634
2467,"TN, Henderson",47077,"+35.6539945,-088.3876741",0.489407045930564,0.483948758060161,0.780341954280864,0.41042401519886,0.282913456182372
2468,"TN, Henry",47079,"+36.3253983,-088.3003844",0.519797252741872,0.32007072129227,0.775801012702126,0.676654181462049,0.306663095511044
2469,"TN, Hickman",47081,"+35.8023956,-087.4671144",0.500401003208362,0.483473714483553,0.724563977586094,0.445301731415157,0.348264589348644
2470,"TN, Houston",47083,"+36.2857772,-087.7056048",0.440474109322416,0.421027855013921,0.559917423252602,0.416589732841319,0.364361426181824
2471,"TN, Humphreys",47085,"+36.0404396,-087.7906251",0.488756825204381,0.423935515737977,0.725994982120286,0.46591547398099,0.339181328978269
2472,"TN, Jackson",47087,"+36.3542420,-085.6741819",0.392955057941136,0.359667848742856,0.525994506798246,0.347938608046179,0.338219268177264
2473,"TN, Jefferson",47089,"+36.0484787,-083.4409664",0.561836152503254,0.616541554146802,0.608579372696589,0.535302803867767,0.486920879301857
2474,"TN, Johnson",47091,"+36.4532035,-081.8612367",0.411650245407466,0.630796411063966,0.172894950787057,0.207599512452897,0.635310107325944
2475,"TN, Knox",47093,"+35.9927265,-083.9377209",0.431528699892511,0.439411248955564,0.407742824918739,0.427264706670053,0.451696019025688
2476,"TN, Lake",47095,"+36.3339054,-089.4855365",0.53039186818056,0.402253837890308,0.810137421305683,0.5569288284346,0.35224738509165
2477,"TN, Lauderdale",47097,"+35.7629507,-089.6277318",0.493870290211314,0.33623810739109,0.718587487394459,0.553431854249325,0.36722371181038
2478,"TN, Lawrence",47099,"+35.2204764,-087.3965460",0.487493775963969,0.308096013006685,0.725455225424329,0.535486855140676,0.380937010284187
2479,"TN, Lewis",47101,"+35.5232441,-087.4969827",0.516104278696257,0.483948758060161,0.667407909206646,0.522879342946394,0.390181104571828
2480,"TN, Lincoln",47103,"+35.1425322,-086.5933882",0.508789284495871,0.346785813829893,0.742415552385052,0.63515061942102,0.310805152347518
2481,"TN, Loudon",47105,"+35.7374500,-084.3162040",0.543532966766213,0.519699034138129,0.547252353414485,0.70601035949107,0.401170120021169
2482,"TN, McMinn",47107,"+35.4244708,-084.6199625",0.527545387902418,0.438665003485361,0.682218335566713,0.557204905343964,0.432093307213635
2483,"TN, McNairy",47109,"+35.1756263,-088.5646713",0.482640392518097,0.384523656382925,0.675952336226841,0.595303518836173,0.274782058626449
2484,"TN, Macon",47111,"+36.5378383,-086.0012306",0.572003840573793,0.560050084141743,0.805364408494043,0.576254212090069,0.346346657569319
2485,"TN, Madison",47113,"+35.6060563,-088.8334238",0.494220979129279,0.353788799252376,0.696794428160968,0.634782516875201,0.291518172228569
2486,"TN, Marion",47115,"+35.1334215,-085.6183990",0.575161143098786,0.747915290017129,0.75638270040718,0.431037757764693,0.365308824206144
2487,"TN, Marshall",47117,"+35.4683866,-086.7658862",0.571988466320699,0.558926148209739,0.792223864512685,0.61738967158528,0.319414180975093
2488,"TN, Maury",47119,"+35.6156963,-087.0777632",0.473566273580813,0.299536808601427,0.745642684831827,0.508155241113657,0.34093035977634
2489,"TN, Meigs",47121,"+35.5033973,-084.8238876",0.538890873469345,0.560050084141743,0.660960488950474,0.501345344016015,0.433207576769149
2490,"TN, Monroe",47123,"+35.4476659,-084.2497859",0.52106023324825,0.464582477385638,0.67570170842149,0.503093831108653,0.440862916077217
2491,"TN, Montgomery",47125,"+36.5003535,-087.3808865",0.452932263801387,0.427720317570208,0.595448240091627,0.536407111505222,0.25215338603849
2492,"TN, Moore",47127,"+35.2888885,-086.3586840",0.550176121297409,0.560050084141743,0.640175834931683,0.578738904274343,0.421739661841869
2493,"TN, Morgan",47129,"+36.1386970,-084.6392616",0.483952127990318,0.609746510354787,0.35290997856868,0.395699913366122,0.577452109671684
2494,"TN, Obion",47131,"+36.3581749,-089.1501746",0.54904336729187,0.393385926702962,0.840176310253723,0.629813132506652,0.332798099704142
2495,"TN, Overton",47133,"+36.3448504,-085.2830756",0.537017892670536,0.519699034138129,0.524195774120882,0.643709003611298,0.460467758811834
2496,"TN, Perry",47135,"+35.6597850,-087.8770272",0.571300542384473,0.592180079097891,0.807930082789692,0.535394829504221,0.34969717814609
2497,"TN, Pickett",47137,"+36.5593638,-085.0757410",0.533680925952926,0.560050084141743,0.496485944156885,0.497388241648467,0.580799433864611
2498,"TN, Polk",47139,"+35.1094371,-084.5411124",0.489315890971301,0.519699034138129,0.532673599016806,0.495271652010011,0.409619278720257
2499,"TN, Putnam",47141,"+36.1408072,-085.4969279",0.520327226930858,0.52076691911059,0.626375772113122,0.49186670346119,0.442299513038532
2500,"TN, Rhea",47143,"+35.6005870,-084.9495522",0.526696279827988,0.548983638042015,0.684721685636452,0.439872218864335,0.433207576769149
2501,"TN, Roane",47145,"+35.8474721,-084.5238612",0.451373459861039,0.47647072906107,0.493502309684858,0.434350680677059,0.401170120021169
2502,"TN, Robertson",47147,"+36.5275304,-086.8693774",0.495124984126999,0.404106546362073,0.655107981759802,0.562818469167695,0.358466939218427
2503,"TN, Rutherford",47149,"+35.8433688,-086.4172127",0.436102385866766,0.406211910656383,0.6072129739341,0.4421728597757,0.288811799100883
2504,"TN, Scott",47151,"+36.4372392,-084.4983861",0.463090566610386,0.592180079097891,0.400566108549865,0.301925789818873,0.557690288974916
2505,"TN, Sequatchie",47153,"+35.3723348,-085.4103438",0.531233492640449,0.692634212554227,0.589822955849047,0.422019245392141,0.420457556766382
2506,"TN, Sevier",47155,"+35.7912836,-083.5219545",0.407090877160396,0.469616469920535,0.297906434567548,0.350331274593999,0.510509329559503
2507,"TN, Shelby",47157,"+35.1837942,-089.8953970",0.462848097711066,0.422616983642062,0.701689161440659,0.529137086225308,0.197949159536236
2508,"TN, Smith",47159,"+36.2556502,-085.9420775",0.507344168818165,0.422497617386541,0.769234134510814,0.500701164560833,0.336943758814472
2509,"TN, Stewart",47161,"+36.5117556,-087.8515483",0.53752549173625,0.519699034138129,0.80548158488339,0.463430781796716,0.361490566126764
2510,"TN, Sullivan",47163,"+36.5102123,-082.2993965",0.459864494788869,0.472677754850349,0.296291974738725,0.527940752951398,0.542547496615004
2511,"TN, Sumner",47165,"+36.4700152,-086.4585173",0.454570990424081,0.376675614004858,0.595030203863722,0.478707037448181,0.367871106379561
2512,"TN, Tipton",47167,"+35.5002966,-089.7637081",0.486135277796011,0.349811795185287,0.738951823639552,0.488553780548824,0.36722371181038
2513,"TN, Trousdale",47169,"+36.3930297,-086.1566909",0.580408890583149,0.560050084141743,0.763799663548047,0.651439157073486,0.346346657569319
2514,"TN, Unicoi",47171,"+36.1002148,-082.4182453",0.471407204302406,0.636975609728081,0.241637203037802,0.458093294882348,0.548922709561394
2515,"TN, Union",47173,"+36.2841401,-083.8360878",0.452843439116222,0.519699034138129,0.467756377300749,0.31803027619843,0.505888068827581
2516,"TN, Van Buren",47175,"+35.6992446,-085.4584114",0.503116978767395,0.504309757530696,0.479881595378501,0.607819005394,0.420457556766382
2517,"TN, Warren",47177,"+35.6782817,-085.7773633",0.568268623892247,0.46397728111456,0.7486263763425,0.680335206920234,0.380135631191694
2518,"TN, Washington",47179,"+36.2956649,-082.4950374",0.476705294592548,0.490193143137215,0.383665501050272,0.483400344907366,0.549562189275341
2519,"TN, Wayne",47181,"+35.2426873,-087.8197026",0.552030900200723,0.503766830931412,0.805123268116614,0.54873854679014,0.350494954964727
2520,"TN, Weakley",47183,"+36.3035229,-088.7207846",0.508238588297242,0.317147018491919,0.858452746905083,0.484228575635458,0.373126012156507
2521,"TN, White",47185,"+35.9270621,-085.4557657",0.555513848184325,0.557975125498044,0.647459080476204,0.574321673724522,0.442299513038532
2522,"TN, Williamson",47187,"+35.8949720,-086.8969580",0.422870928131707,0.388779539426435,0.531190099916496,0.462142422886351,0.309371650297545
2523,"TN, Wilson",47189,"+36.1484757,-086.2902097",0.467318105112929,0.453646183980383,0.681981739267989,0.450731243965979,0.282913253237366
2524,"TX, Anderson",48001,"+31.8412660,-095.6617444",0.479694270927856,0.538278383444199,0.577954848969274,0.689529865799486,0.113013985498463
2525,"TX, Andrews",48003,"+32.3122581,-102.6402058",0.529613579489625,0.65606241696046,0.654264760460507,0.60937553644752,0.198751604090012
2526,"TX, Angelina",48005,"+31.2519514,-094.6110558",0.457556735525446,0.526885620049813,0.631047978626479,0.640572227205633,0.031721116219857
2527,"TX, Aransas",48007,"+28.1042254,-096.9779830",0.608560329424059,0.876735072197466,0.745595095589164,0.729837094566606,0.0820740553430017
2528,"TX, Archer",48009,"+33.6163054,-098.6872669",0.514278432604503,0.565256037717687,0.64949876340218,0.755328195864533,0.0870307334336119
2529,"TX, Armstrong",48011,"+34.9641790,-101.3566363",0.505455890736891,0.620764676022719,0.581332962708895,0.542380873108563,0.277345051107387
2530,"TX, Atascosa",48013,"+28.8942963,-098.5281872",0.56309803781705,0.610086459175909,0.776168303549021,0.81035952646439,0.0557778620788783
2531,"TX, Austin",48015,"+29.8919013,-096.2701697",0.567283107237176,0.560160573487347,0.883785928642374,0.751555144769894,0.073630782049088
2532,"TX, Bailey",48017,"+34.0675209,-102.8303446",0.618436556873297,0.717984308648248,0.741794876864974,0.808519013735298,0.205448028244668
2533,"TX, Bandera",48019,"+29.7557484,-099.2606816",0.542220864237429,0.590671089197594,0.720025298540267,0.651799354853096,0.20638771435876
2534,"TX, Bastrop",48021,"+30.1031276,-097.3118587",0.488285043246538,0.369255710592898,0.808832814408418,0.72532783838033,0.0497238096045043
2535,"TX, Baylor",48023,"+33.6181716,-099.1972280",0.488291621821679,0.635906965191341,0.661621814011429,0.59060230661078,0.0650354014731677
2536,"TX, Bee",48025,"+28.4160770,-097.7425858",0.565856481216942,0.676403962317889,0.684023228417718,0.834470243215499,0.0685284909166635
2537,"TX, Bell",48027,"+31.0421099,-097.4819209",0.444618437485958,0.506678519949294,0.623403887601928,0.581767845511137,0.0666234968814709
2538,"TX, Bexar",48029,"+29.4486708,-098.5201465",0.441734909492771,0.403017484637321,0.597487675850142,0.661093944135012,0.105340533348608
2539,"TX, Blanco",48031,"+30.2656051,-098.3999768",0.569174338135832,0.641882982566667,0.837977945817851,0.67922299451657,0.117613429642239
2540,"TX, Borden",48033,"+32.7440621,-101.4330328",0.577016461164289,0.65606241696046,0.726828773030304,0.783488040619644,0.141686614046747
2541,"TX, Bosque",48035,"+31.9007636,-097.6376322",0.460769228589352,0.582491336305394,0.516565771641603,0.709591454546592,0.034428351863819
2542,"TX, Bowie",48037,"+33.4460512,-094.4223747",0.413749471619223,0.283098781833175,0.716205401483613,0.587473434971323,0.0682202681887813
2543,"TX, Brazoria",48039,"+29.1678175,-095.4346470",0.601458435963557,0.782120832357565,0.720991894428313,0.727076325472968,0.175644691595383
2544,"TX, Brazos",48041,"+30.6567254,-096.3023887",0.479528966271681,0.496563536824077,0.624122555513812,0.757904913685262,0.0395248590635722
2545,"TX, Brewster",48043,"+29.8089965,-103.2524579",0.548145361549494,0.752027355598144,0.603074801239336,0.600817152257242,0.236662137103253
2546,"TX, Briscoe",48045,"+34.5251725,-101.2058930",0.458181907415237,0.393742880675285,0.590121553154693,0.592718896249236,0.256144299581735
2547,"TX, Brooks",48047,"+27.0349936,-098.2152756",0.633201241390893,0.747667790661872,0.841021603957113,0.937262879135299,0.00685269180928669
2548,"TX, Brown",48049,"+31.7641026,-098.9984697",0.49013020938349,0.58504227408418,0.633615915455039,0.648946560123003,0.0929160878717375
2549,"TX, Burleson",48051,"+30.4934867,-096.6220912",0.592890408497499,0.626421365275562,0.830871329943463,0.871556574706707,0.042712364064264
2550,"TX, Burnet",48053,"+30.7896156,-098.2011948",0.466936940472985,0.524661494861351,0.680378287897617,0.524527899636369,0.138180079496603
2551,"TX, Caldwell",48055,"+29.8404216,-097.6310970",0.600464163234284,0.616997154505949,0.899011235091999,0.807598757370752,0.0782495059684351
2552,"TX, Calhoun",48057,"+28.4453662,-096.5833004",0.628642567929538,0.859541405962135,0.769185499559662,0.667167636141016,0.218675730055339
2553,"TX, Callahan",48059,"+32.2931499,-099.3722490",0.467887262688049,0.542502127302266,0.608531213067478,0.559221564579757,0.161294145802694
2554,"TX, Cameron",48061,"+26.1029227,-097.4789584",0.549221537290797,0.774528857838854,0.476202317594217,0.748518298766892,0.197636674963228
2555,"TX, Camp",48063,"+32.9745813,-094.9790850",0.604007890991637,0.590671089197594,0.921220163084893,0.826832115389766,0.0773081962942952
2556,"TX, Carson",48065,"+35.4054961,-101.3553558",0.586099614624653,0.620764676022719,0.685662861301789,0.754407939499987,0.283562981674117
2557,"TX, Cass",48067,"+33.0836979,-094.3575786",0.467012574882511,0.364195082157737,0.730000597004482,0.705634352179043,0.0682202681887813
2558,"TX, Castro",48069,"+34.5336207,-102.2587856",0.538216513289315,0.590671089197594,0.468933388749546,0.826279961571038,0.266981613639082
2559,"TX, Chambers",48071,"+29.7039331,-094.6688749",0.644488697839773,0.825149973544015,0.938370238604059,0.696799891079401,0.117634688131619
2560,"TX, Cherokee",48073,"+31.8438587,-095.1565040",0.52216384653855,0.626421365275562,0.594019384013056,0.749622606404347,0.118592030461234
2561,"TX, Childress",48075,"+34.5293372,-100.2083364",0.48722393884537,0.610157451554711,0.698526292533717,0.549190770206205,0.0910212410868456
2562,"TX, Clay",48077,"+33.7859041,-098.2129182",0.517556403643569,0.52068088614247,0.744094389830998,0.739775863303704,0.0656744752971026
2563,"TX, Cochran",48079,"+33.6084401,-102.8304490",0.585683521479794,0.727412124069653,0.574701839990631,0.81173991101121,0.228880210847685
2564,"TX, Coke",48081,"+31.8771050,-100.6352358",0.494518504879988,0.641882982566667,0.609128407678771,0.598608536982331,0.128454092292184
2565,"TX, Coleman",48083,"+31.9142052,-099.3466224",0.426713473427412,0.393742880675285,0.597901148986461,0.62133886918662,0.0938709948612803
2566,"TX, Collin",48085,"+33.1938849,-096.5781528",0.491408683235684,0.51121746446596,0.752455114389101,0.643148945026363,0.0588132090613119
2567,"TX, Collingsworth",48087,"+34.9633577,-100.2721351",0.571869408707784,0.662473331447015,0.825786201667354,0.711063864729865,0.0881542369868999
